ｅＭＡＸＩＳ Ｓｌｉｍ 全世界株式（除く日本）,,,,
基準日,基準価額(円),基準価額（分配金再投資）(円),分配金（税引前）(円),純資産総額（億円）
2022/12/2,17265,17265,,1909.71
2022/12/5,17136,17136,,1914.49
2022/12/6,17136,17136,,1917.49
2022/12/7,17005,17005,,1906.75
2022/12/8,16857,16857,,1891.9
2022/12/9,17030,17030,,1914.44
2022/12/12,16949,16949,,1915.25
2022/12/13,17211,17211,,1946.89
2022/12/14,17077,17077,,1938.26
2022/12/15,17039,17039,,1936.46
2022/12/16,16888,16888,,1921.01
2022/12/19,16530,16530,,1896.71
2022/12/20,16230,16230,,1864.19
2022/12/21,15893,15893,,1828.69
2022/12/22,16166,16166,,1864.23
2022/12/23,16052,16052,,1855.35
2022/12/26,16049,16049,,1859.14
2022/12/27,16176,16176,,1877.02
2022/12/28,16227,16227,,1882.95
2022/12/29,16116,16116,,1870.04
2022/12/30,16151,16151,,1884.44
2023/1/4,15878,15878,,1853.97
2023/1/5,16209,16209,,1893.76
2023/1/6,16260,16260,,1915.64
2023/1/10,16453,16453,,1944.52
2023/1/11,16583,16583,,1962
2023/1/12,16702,16702,,1988.52
2023/1/13,16460,16460,,1962.21
2023/1/16,16372,16372,,1953.04
2023/1/17,16453,16453,,1964.25
2023/1/18,16765,16765,,2001.43
2023/1/19,16275,16275,,1963.51
2023/1/20,16194,16194,,1955.66
2023/1/23,16524,16524,,1996.44
2023/1/24,16820,16820,,2034.55
2023/1/25,16807,16807,,2033.02
2023/1/26,16670,16670,,2016.46
2023/1/27,16866,16866,,2040.11
2023/1/30,16968,16968,,2059.88
2023/1/31,16827,16827,,2044
2023/2/1,16896,16896,,2053.95
2023/2/2,16905,16905,,2056.03
2023/2/3,17093,17093,,2095.1
2023/2/6,17410,17410,,2136.16
2023/2/7,17277,17277,,2120.66
2023/2/8,17217,17217,,2114.16
2023/2/9,17194,17194,,2112.41
2023/2/10,17132,17132,,2111.58
2023/2/13,17098,17098,,2108.84
2023/2/14,17346,17346,,2142.77
2023/2/15,17417,17417,,2153.25
2023/2/16,17608,17608,,2191.69
2023/2/17,17489,17489,,2179.81
2023/2/20,17432,17432,,2173.79
2023/2/21,17433,17433,,2175.02
2023/2/22,17231,17231,,2149.83
2023/2/24,17140,17140,,2143.26
2023/2/27,17192,17192,,2151.26
2023/2/28,17283,17283,,2166.15
2023/3/1,17218,17218,,2161.76
2023/3/2,17203,17203,,2162.19
2023/3/3,17352,17352,,2198.08
2023/3/6,17496,17496,,2218.9
2023/3/7,17547,17547,,2226.56
2023/3/8,17435,17435,,2214.56
2023/3/9,17400,17400,,2211.48
2023/3/10,17038,17038,,2173.89
2023/3/13,16607,16607,,2120.46
2023/3/14,16404,16404,,2098.78
2023/3/15,16774,16774,,2148.74
2023/3/16,16393,16393,,2101.9
2023/3/17,16652,16652,,2139.52
2023/3/20,16434,16434,,2128.36
2023/3/22,16749,16749,,2171.18
2023/3/23,16424,16424,,2132.99
2023/3/24,16428,16428,,2136.4
2023/3/27,16416,16416,,2136.47
2023/3/28,16477,16477,,2147.25
2023/3/29,16564,16564,,2162.49
2023/3/30,16937,16937,,2213.15
2023/3/31,17210,17210,,2250.14
2023/4/3,17323,17323,,2266.57
2023/4/4,17335,17335,,2268.77
2023/4/5,17144,17144,,2259.86
2023/4/6,17031,17031,,2246.37
2023/4/7,17163,17163,,2263.66
2023/4/10,17273,17273,,2280.18
2023/4/11,17396,17396,,2296.4
2023/4/12,17493,17493,,2309.31
2023/4/13,17414,17414,,2310.86
2023/4/14,17519,17519,,2326.94
2023/4/17,17662,17662,,2360.78
2023/4/18,17769,17769,,2375
2023/4/19,17758,17758,,2377
2023/4/20,17823,17823,,2384.86
2023/4/21,17678,17678,,2364.9
2023/4/24,17652,17652,,2363.03
2023/4/25,17707,17707,0,2371.44
2023/4/26,17371,17371,,2329.07
2023/4/27,17316,17316,,2323.81
2023/4/28,17606,17606,,2363.54
2023/5/1,18082,18082,,2428.52
2023/5/2,18178,18178,,2442.63
2023/5/8,17791,17791,,2390.68
2023/5/9,17851,17851,,2417.5
2023/5/10,17748,17748,,2403.55
2023/5/11,17663,17663,,2403.08
2023/5/12,17666,17666,,2405.76
2023/5/15,17809,17809,,2427.93
2023/5/16,17894,17894,,2440.79
2023/5/17,17839,17839,,2437.62
2023/5/18,18111,18111,,2475.05
2023/5/19,18331,18331,,2506.66
2023/5/22,18259,18259,,2511.75
2023/5/23,18384,18384,,2528.59
2023/5/24,18212,18212,,2507.16
2023/5/25,18151,18151,,2499.72
2023/5/26,18240,18240,,2514.73
2023/5/29,18583,18583,,2563.89
2023/5/30,18516,18516,,2554.74
2023/5/31,18420,18420,,2541.47
2023/6/1,18190,18190,,2513.33
2023/6/2,18353,18353,,2536.76
2023/6/5,18779,18779,,2613.62
2023/6/6,18683,18683,,2602.71
2023/6/7,18721,18721,,2610.83
2023/6/8,18736,18736,,2613.11
2023/6/9,18729,18729,,2613.95
2023/6/12,18780,18780,,2629.79
2023/6/13,18950,18950,,2654.77
2023/6/14,19147,19147,,2687.94
2023/6/15,19232,19232,,2701.7
2023/6/16,19444,19444,,2747.54
2023/6/19,19650,19650,,2779.48
2023/6/20,19638,19638,,2779.91
2023/6/21,19447,19447,,2752.82
2023/6/22,19407,19407,,2752.07
2023/6/23,19575,19575,,2776.65
2023/6/26,19450,19450,,2759
2023/6/27,19408,19408,,2754.9
2023/6/28,19630,19630,,2791.23
2023/6/29,19698,19698,,2802.65
2023/6/30,19826,19826,,2823.25
2023/7/3,19985,19985,,2847.52
2023/7/4,20048,20048,,2857.36
2023/7/5,20054,20054,,2876.47
2023/7/6,19947,19947,,2861.14
2023/7/7,19671,19671,,2826.64
2023/7/10,19445,19445,,2795.16
2023/7/11,19355,19355,,2783.43
2023/7/12,19303,19303,,2786.46
2023/7/13,19346,19346,,2794.55
2023/7/14,19477,19477,,2817.34
2023/7/18,19630,19630,,2856.97
2023/7/19,19746,19746,,2874.45
2023/7/20,19883,19883,,2898.8
2023/7/21,19821,19821,,2891.32
2023/7/24,20071,20071,,2930.57
2023/7/25,20068,20068,,2931.6
2023/7/26,20095,20095,,2938.94
2023/7/27,19987,19987,,2924.9
2023/7/28,19795,19795,,2898.12
2023/7/31,20164,20164,,2953.62
2023/8/1,20414,20414,,2992.72
2023/8/2,20439,20439,,2998.79
2023/8/3,20140,20140,,2972.97
2023/8/4,19997,19997,,2954.23
2023/8/7,19794,19794,,2925.3
2023/8/8,20093,20093,,2971.7
2023/8/9,20034,20034,,2967.11
2023/8/10,20043,20043,,2977.98
2023/8/14,20148,20148,,2995.05
2023/8/15,20252,20252,,3015.26
2023/8/16,20049,20049,,2987.71
2023/8/17,20018,20018,,3003.56
2023/8/18,19783,19783,,2969.56
2023/8/21,19689,19689,,2956.61
2023/8/22,19899,19899,,2989.49
2023/8/23,19806,19806,,2978.17
2023/8/24,19886,19886,,2992.18
2023/8/25,19864,19864,,2990.77
2023/8/28,19977,19977,,3010.19
2023/8/29,20115,20115,,3034.37
2023/8/30,20339,20339,,3068.27
2023/8/31,20437,20437,,3086.88
2023/9/1,20307,20307,,3068.03
2023/9/4,20409,20409,,3085.15
2023/9/5,20475,20475,,3112.64
2023/9/6,20532,20532,,3121.24
2023/9/7,20414,20414,,3109.69
2023/9/8,20216,20216,,3081.15
2023/9/11,20235,20235,,3086.07
2023/9/12,20336,20336,,3111.2
2023/9/13,20337,20337,,3115.88
2023/9/14,20314,20314,,3116.33
2023/9/15,20537,20537,,3153.02
2023/9/19,20371,20371,,3145.38
2023/9/20,20339,20339,,3144
2023/9/21,20294,20294,,3139.68
2023/9/22,19875,19875,,3077.93
2023/9/25,19971,19971,,3095.8
2023/9/26,20027,20027,,3106.75
2023/9/27,19779,19779,,3073.96
2023/9/28,19845,19845,,3086.51
2023/9/29,19951,19951,,3105.36
2023/10/2,19975,19975,,3112
2023/10/3,19903,19903,,3102.35
2023/10/4,19554,19554,,3047.96
2023/10/5,19594,19594,,3076.83
2023/10/6,19591,19591,,3077.87
2023/10/10,19873,19873,,3123.96
2023/10/11,20067,20067,,3157.54
2023/10/12,20243,20243,,3199.32
2023/10/13,20220,20220,,3200.16
2023/10/16,20035,20035,,3174.88
2023/10/17,20197,20197,,3202.09
2023/10/18,20240,20240,,3230.96
2023/10/19,19983,19983,,3193.5
2023/10/20,19812,19812,,3168.52
2023/10/23,19566,19566,,3130.47
2023/10/24,19528,19528,,3127.8
2023/10/25,19653,19653,,3147.75
2023/10/26,19470,19470,,3125.2
2023/10/27,19293,19293,,3099.99
2023/10/30,19157,19157,,3080.54
2023/10/31,19299,19299,,3105.33
2023/11/1,19621,19621,,3159.79
2023/11/2,19703,19703,,3174.91
2023/11/6,20182,20182,,3272.56
2023/11/7,20289,20289,,3293.43
2023/11/8,20370,20370,,3309.07
2023/11/9,20437,20437,,3321.16
2023/11/10,20381,20381,,3322.76
2023/11/13,20588,20588,,3357.69
2023/11/14,20630,20630,,3367.93
2023/11/15,20898,20898,,3415.95
2023/11/16,21084,21084,,3446.87
2023/11/17,20990,20990,,3452.97
2023/11/20,20941,20941,,3444.39
2023/11/21,20849,20849,,3430.46
2023/11/22,20833,20833,,3428.87
2023/11/24,21090,21090,,3472.7
2023/11/27,21084,21084,,3473.33
2023/11/28,20857,20857,,3438.09
2023/11/29,20732,20732,,3420.68
2023/11/30,20747,20747,,3425.89
2023/12/1,20925,20925,,3457.14
2023/12/4,20838,20838,,3445.74
2023/12/5,20844,20844,,3465.55
2023/12/6,20820,20820,,3463.35
2023/12/7,20769,20769,,3457.53
2023/12/8,20322,20322,,3384.67
2023/12/11,20709,20709,,3451.74
2023/12/12,20841,20841,,3486.11
2023/12/13,20880,20880,,3497.5
2023/12/14,20677,20677,,3466.95
2023/12/15,20833,20833,,3494.29
2023/12/18,20779,20779,,3504.02
2023/12/19,20908,20908,,3532.88
2023/12/20,21238,21238,,3590.55
2023/12/21,20935,20935,,3540.67
2023/12/22,20940,20940,,3544.2
2023/12/25,20939,20939,,3545.47
2023/12/26,20958,20958,,3551.32
2023/12/27,21117,21117,,3578.28
2023/12/28,21070,21070,,3570.34
2023/12/29,21084,21084,,3582.73
2024/1/4,20926,20926,,3558.15
2024/1/5,21147,21147,,3598.14
2024/1/9,21218,21218,,3650.18
2024/1/10,21270,21270,,3667.61
2024/1/11,21490,21490,,3722.29
2024/1/12,21421,21421,,3718.12
2024/1/15,21430,21430,,3724.29
2024/1/16,21505,21505,,3741.24
2024/1/17,21594,21594,,3756.77
2024/1/18,21534,21534,,3761.02
2024/1/19,21682,21682,,3792.4
2024/1/22,21902,21902,,3855.14
2024/1/23,21937,21937,,3864.35
2024/1/24,21985,21985,,3877.26
2024/1/25,22023,22023,,3887.49
2024/1/26,22096,22096,,3902.84
2024/1/29,22205,22205,,3925.01
2024/1/30,22227,22227,,3932.22
2024/1/31,22223,22223,,3935.03
2024/2/1,21846,21846,,3869.98
2024/2/2,22004,22004,,3901.57
2024/2/5,22470,22470,,4008.15
2024/2/6,22379,22379,,3997.16
2024/2/7,22375,22375,,4001.16
2024/2/8,22544,22544,,4033.46
2024/2/9,22750,22750,,4073.67
2024/2/13,22830,22830,,4102.21
2024/2/14,22729,22729,,4086.07
2024/2/15,22904,22904,,4117.53
2024/2/16,23040,23040,,4152.31
2024/2/19,22990,22990,,4168.74
2024/2/20,23037,23037,,4180.33
2024/2/21,22922,22922,,4159.43
2024/2/22,23001,23001,,4182.49
2024/2/26,23373,23373,,4253.1
2024/2/27,23353,23353,,4252.16
2024/2/28,23374,23374,,4259.97
2024/2/29,23326,23326,,4253.35
2024/3/1,23355,23355,,4260.75
2024/3/4,23509,23509,,4290.54
2024/3/5,23555,23555,,4320.52
2024/3/6,23291,23291,,4276.54
2024/3/7,23284,23284,,4276.84
2024/3/8,23352,23352,,4291.02
2024/3/11,23097,23097,,4247.15
2024/3/12,23062,23062,,4254.76
2024/3/13,23408,23408,,4322.81
2024/3/14,23423,23423,,4328.44
2024/3/15,23478,23478,,4340.25
2024/3/18,23443,23443,,4355.31
2024/3/19,23528,23528,,4375.65
2024/3/21,24045,24045,,4477.2
2024/3/22,24275,24275,,4521.83
2024/3/25,24167,24167,,4506.12
2024/3/26,24121,24121,,4499.71
2024/3/27,24125,24125,,4506.31
2024/3/28,24255,24255,,4534.02
2024/3/29,24266,24266,,4539.18
2024/4/1,24283,24283,,4545.01
2024/4/2,24269,24269,,4542.23
2024/4/3,24126,24126,,4515.47
2024/4/4,24196,24196,,4558.07
2024/4/5,23894,23894,,4503.38
2024/4/8,24150,24150,,4551.53
2024/4/9,24222,24222,,4571.86
2024/4/10,24225,24225,,4589.25
2024/4/11,24201,24201,,4586.88
2024/4/12,24314,24314,,4613.1
2024/4/15,24051,24051,,4566.29
2024/4/16,23954,23954,,4569.56
2024/4/17,23854,23854,,4558.4
2024/4/18,23733,23733,,4536.85
2024/4/19,23758,23758,,4545.97
2024/4/22,23594,23594,,4516.81
2024/4/23,23807,23807,,4558.79
2024/4/24,24106,24106,,4620.36
2024/4/25,24227,24227,0,4646.01
2024/4/26,24169,24169,,4638.12
2024/4/30,24680,24680,,4739.2
2024/5/1,24499,24499,,4706.73
2024/5/2,24182,24182,,4649.56
2024/5/7,24548,24548,,4719.94
2024/5/8,24734,24734,,4787.06
2024/5/9,24854,24854,,4814.33
2024/5/10,24976,24976,,4853.52
2024/5/13,25095,25095,,4878.27
2024/5/14,25181,25181,,4898.6
2024/5/15,25321,25321,,4929.42
2024/5/16,25189,25189,,4908.01
2024/5/17,25431,25431,,4955.1
2024/5/20,25524,25524,,4984.18
2024/5/21,25648,25648,,5011.93
2024/5/22,25627,25627,,5032.24
2024/5/23,25643,25643,,5038.16
2024/5/24,25527,25527,,5017.92
2024/5/27,25586,25586,,5032.29
2024/5/28,25649,25649,,5047.84
2024/5/29,25676,25676,,5053.11
2024/5/30,25451,25451,,5018.76
2024/5/31,25221,25221,,4975.59
2024/6/3,25439,25439,,5021.35
2024/6/4,25420,25420,,5017.98
2024/6/5,25168,25168,,4996.73
2024/6/6,25531,25531,,5072.44
2024/6/7,25595,25595,,5088.75
2024/6/10,25699,25699,,5111.98
2024/6/11,25781,25781,,5130.7
2024/6/12,25739,25739,,5122.2
2024/6/13,25925,25925,,5181.01
2024/6/14,25959,25959,,5192.68
2024/6/17,25934,25934,,5210.46
2024/6/18,26116,26116,,5248.39
2024/6/19,26252,26252,,5283.89
2024/6/20,26318,26318,,5300.05
2024/6/21,26447,26447,,5325.91
2024/6/24,26494,26494,,5343.51
2024/6/25,26435,26435,,5334.53
2024/6/26,26527,26527,,5356.23
2024/6/27,26685,26685,,5392.17
2024/6/28,26742,26742,,5407.1
2024/7/1,26714,26714,,5403.91
2024/7/2,26849,26849,,5433.35
2024/7/3,26930,26930,,5449.8
2024/7/4,27105,27105,,5519.4
2024/7/5,27127,27127,,5526.77
2024/7/8,27149,27149,,5531.29
2024/7/9,27199,27199,,5548.29
2024/7/10,27283,27283,,5585.27
2024/7/11,27565,27565,,5646.05
2024/7/12,27052,27052,,5548.14
2024/7/16,27107,27107,,5562.53
2024/7/17,27237,27237,,5591.75
2024/7/18,26484,26484,,5465.21
2024/7/19,26555,26555,,5485.09
2024/7/22,26366,26366,,5448.17
2024/7/23,26453,26453,,5467.5
2024/7/24,26270,26270,,5432.92
2024/7/25,25378,25378,,5250.41
2024/7/26,25368,25368,,5250.05
2024/7/29,25553,25553,,5287.78
2024/7/30,25602,25602,,5298.97
2024/7/31,25247,25247,,5228.02
2024/8/1,25140,25140,,5207.62
2024/8/2,24793,24793,,5137.85
2024/8/5,23672,23672,,4928.02
2024/8/6,22938,22938,,4776.12
2024/8/7,23448,23448,,4871.77
2024/8/8,23295,23295,,4836.93
2024/8/9,23916,23916,,4969.34
2024/8/13,24029,24029,,5010.83
2024/8/14,24338,24338,,5078.81
2024/8/15,24485,24485,,5119.98
2024/8/16,25103,25103,,5252.01
2024/8/19,25031,25031,,5266.29
2024/8/20,25021,25021,,5267.51
2024/8/21,24840,24840,,5234.13
2024/8/22,24899,24899,,5250.42
2024/8/23,24890,24890,,5251
2024/8/26,24700,24700,,5213.39
2024/8/27,24860,24860,,5248.79
2024/8/28,24792,24792,,5234.31
2024/8/29,24714,24714,,5222.32
2024/8/30,24777,24777,,5237.03
2024/9/2,25206,25206,,5329.73
2024/9/3,25356,25356,,5363.71
2024/9/4,24612,24612,,5206.32
2024/9/5,24236,24236,,5156.28
2024/9/6,24105,24105,,5129.38
2024/9/9,23668,23668,,5039.65
2024/9/10,23978,23978,,5107.51
2024/9/11,23789,23789,,5085.57
2024/9/12,24082,24082,,5152.52
2024/9/13,24110,24110,,5162.3
2024/9/17,24165,24165,,5198.65
2024/9/18,24343,24343,,5238.6
2024/9/19,24594,24594,,5298.19
2024/9/20,24862,24862,,5356.02
2024/9/24,25023,25023,,5395.04
2024/9/25,25116,25116,,5418.59
2024/9/26,25283,25283,,5454.99
2024/9/27,25658,25658,,5539.95
2024/9/30,25194,25194,,5440.95
2024/10/1,25443,25443,,5497.65
2024/10/2,25220,25220,,5450.49
2024/10/3,25819,25819,,5579.97
2024/10/4,25644,25644,,5570.3
2024/10/7,26118,26118,,5675.66
2024/10/8,25880,25880,,5624.22
2024/10/9,26002,26002,,5655.05
2024/10/10,26322,26322,,5741
2024/10/11,26176,26176,,5710.26
2024/10/15,26658,26658,,5821.15
2024/10/16,26372,26372,,5758.77
2024/10/17,26495,26495,,5790.15
2024/10/18,26591,26591,,5836.22
2024/10/21,26614,26614,,5843.11
2024/10/22,26743,26743,,5873.32
2024/10/23,26806,26806,,5888.13
2024/10/24,26860,26860,,5901.22
2024/10/25,26788,26788,,5885.89
2024/10/28,26992,26992,,5931.03
2024/10/29,26989,26989,,5932.95
2024/10/30,27057,27057,,5950.95
2024/10/31,26983,26983,,5934.92
2024/11/1,26306,26306,,5787.04
2024/11/5,26458,26458,,5821.58
2024/11/6,26788,26788,,5916.69
2024/11/7,27496,27496,,6081.53
2024/11/8,27475,27475,,6079.76
2024/11/11,27475,27475,,6081.43
2024/11/12,27632,27632,,6130.61
2024/11/13,27629,27629,,6130.12
2024/11/14,27723,27723,,6159.98
2024/11/15,27790,27790,,6179.65
2024/11/18,27077,27077,,6023.31
2024/11/19,27222,27222,,6085.31
2024/11/20,27396,27396,,6128.33
2024/11/21,27414,27414,,6135.15
2024/11/22,27404,27404,,6137.89
2024/11/25,27497,27497,,6161.36
2024/11/26,27534,27534,,6171.25
2024/11/27,27378,27378,,6139.81
2024/11/28,27135,27135,,6087.43
2024/11/29,26954,26954,,6047.52
2024/12/2,26975,26975,,6052.24
2024/12/3,27007,27007,,6060.24
2024/12/4,27047,27047,,6092.87
2024/12/5,27304,27304,,6155.97
2024/12/6,27252,27252,,6145.12
2024/12/9,27265,27265,,6150.61
2024/12/10,27471,27471,,6198.5
2024/12/11,27417,27417,,6202.95
2024/12/12,27681,27681,,6266.12
2024/12/13,27664,27664,,6266.47
2024/12/16,27796,27796,,6297
