基準日,基準価額（円）,純資産額（億円）,分配金
2019/02/05,"12,156","294.26","-"
2019/02/06,"12,225","295.52","-"
2019/02/07,"12,199","295.33","-"
2019/02/08,"12,065","292.07","-"
2019/02/12,"12,147","294.40","-"
2019/02/13,"12,286","297.86","-"
2019/02/14,"12,362","299.79","-"
2019/02/15,"12,284","297.82","-"
2019/02/18,"12,437","301.51","-"
2019/02/19,"12,442","305.57","-"
2019/02/20,"12,496","306.89","-"
2019/02/21,"12,529","307.59","-"
2019/02/22,"12,497","306.98","-"
2019/02/25,"12,573","309.11","-"
2019/02/26,"12,625","310.44","-"
2019/02/27,"12,583","309.50","-"
2019/02/28,"12,607","310.46","-"
2019/03/01,"12,656","311.97","-"
2019/03/04,"12,783","315.29","-"
2019/03/05,"12,731","314.58","-"
2019/03/06,"12,697","313.65","-"
2019/03/07,"12,632","312.42","-"
2019/03/08,"12,510","309.51","-"
2019/03/11,"12,397","306.86","-"
2019/03/12,"12,623","312.35","-"
2019/03/13,"12,632","312.70","-"
2019/03/14,"12,727","315.22","-"
2019/03/15,"12,807","317.23","-"
2019/03/18,"12,840","318.15","-"
2019/03/19,"12,866","322.69","-"
2019/03/20,"12,915","323.72","-"
2019/03/22,"12,860","322.18","-"
2019/03/25,"12,530","313.47","-"
2019/03/26,"12,549","313.85","-"
2019/03/27,"12,661","316.85","-"
2019/03/28,"12,592","315.59","-"
2019/03/29,"12,693","318.45","-"
2019/04/01,"12,788","321.03","-"
2019/04/02,"12,969","325.91","-"
2019/04/03,"13,001","326.83","-"
2019/04/04,"13,063","330.47","-"
2019/04/05,"13,096","331.52","-"
2019/04/08,"13,101","331.66","-"
2019/04/09,"13,119","332.08","-"
2019/04/10,"13,024","330.01","-"
2019/04/11,"13,060","331.35","-"
2019/04/12,"13,141","333.62","-"
2019/04/15,"13,249","336.57","-"
2019/04/16,"13,247","340.59","-"
2019/04/17,"13,274","341.50","-"
2019/04/18,"13,246","340.62","-"
2019/04/19,"13,249","340.61","-"
2019/04/22,"13,247","340.41","-"
2019/04/23,"13,239","340.22","-"
2019/04/24,"13,337","342.74","-"
2019/04/25,"13,330","343.04","-"
2019/04/26,"13,260","341.35","-"
2019/05/07,"13,145","338.56","-"
2019/05/08,"12,891","332.36","-"
2019/05/09,"12,857","332.68","-"
2019/05/10,"12,774","330.61","-"
2019/05/13,"12,808","332.23","-"
2019/05/14,"12,514","324.94","-"
2019/05/15,"12,628","328.22","-"
2019/05/16,"12,687","329.94","-"
2019/05/17,"12,859","334.97","-"
2019/05/20,"12,815","334.18","-"
2019/05/21,"12,735","332.36","-"
2019/05/22,"12,867","336.09","-"
2019/05/23,"12,806","335.02","-"
2019/05/24,"12,593","329.70","-"
2019/05/27,"12,611","334.26","-"
2019/05/28,"12,623","334.83","-"
2019/05/29,"12,506","331.71","-"
2019/05/30,"12,427","329.95","-"
2019/05/31,"12,421","330.24","-"
2019/06/03,"12,187","324.28","-"
2019/06/04,"12,141","323.42","-"
2019/06/05,"12,371","329.91","-"
2019/06/06,"12,476","332.88","-"
2019/06/07,"12,560","335.53","-"
2019/06/10,"12,698","339.57","-"
2019/06/11,"12,750","341.26","-"
2019/06/12,"12,786","342.59","-"
2019/06/13,"12,732","341.45","-"
2019/06/14,"12,762","342.61","-"
2019/06/17,"12,741","346.15","-"
2019/06/18,"12,742","346.30","-"
2019/06/19,"12,877","351.04","-"
2019/06/20,"12,852","350.72","-"
2019/06/21,"12,919","353.03","-"
2019/06/24,"12,915","353.31","-"
2019/06/25,"12,880","352.73","-"
2019/06/26,"12,781","350.82","-"
2019/06/27,"12,812","352.03","-"
2019/06/28,"12,865","353.90","-"
2019/07/01,"12,988","357.57","-"
2019/07/02,"13,089","360.60","-"
2019/07/03,"13,042","360.38","-"
2019/07/04,"13,158","363.63","-"
2019/07/05,"13,174","364.29","-"
2019/07/08,"13,196","364.91","-"
2019/07/09,"13,174","364.31","-"
2019/07/10,"13,188","365.65","-"
2019/07/11,"13,147","364.89","-"
2019/07/12,"13,203","367.01","-"
2019/07/16,"13,189","366.65","-"
2019/07/17,"13,194","366.88","-"
2019/07/18,"13,077","366.77","-"
2019/07/19,"13,079","366.73","-"
2019/07/22,"13,066","366.53","-"
2019/07/23,"13,096","367.15","-"
2019/07/24,"13,194","370.26","-"
2019/07/25,"13,240","371.89","-"
2019/07/26,"13,233","371.98","-"
2019/07/29,"13,269","373.23","-"
2019/07/30,"13,306","374.66","-"
2019/07/31,"13,213","372.53","-"
2019/08/01,"13,155","371.16","-"
2019/08/02,"12,841","362.82","-"
2019/08/05,"12,608","357.01","-"
2019/08/06,"12,232","346.65","-"
2019/08/07,"12,346","350.15","-"
2019/08/08,"12,357","351.28","-"
2019/08/09,"12,573","358.20","-"
2019/08/13,"12,300","350.80","-"
2019/08/14,"12,544","358.13","-"
2019/08/15,"12,184","348.15","-"
2019/08/16,"12,192","348.65","-"
2019/08/19,"12,391","359.56","-"
2019/08/20,"12,560","364.80","-"
2019/08/21,"12,445","361.55","-"
2019/08/22,"12,579","365.84","-"
2019/08/23,"12,561","365.27","-"
2019/08/26,"12,137","353.23","-"
2019/08/27,"12,305","358.32","-"
2019/08/28,"12,280","357.59","-"
2019/08/29,"12,363","361.12","-"
2019/08/30,"12,551","366.95","-"
2019/09/02,"12,528","366.92","-"
2019/09/03,"12,546","367.62","-"
2019/09/04,"12,439","364.47","-"
2019/09/05,"12,650","371.71","-"
2019/09/06,"12,870","378.39","-"
2019/09/09,"12,873","378.65","-"
2019/09/10,"12,931","380.79","-"
2019/09/11,"12,963","382.31","-"
2019/09/12,"13,100","386.61","-"
2019/09/13,"13,166","388.60","-"
2019/09/17,"13,112","391.48","-"
2019/09/18,"13,151","392.49","-"
2019/09/19,"13,163","394.56","-"
2019/09/20,"13,149","394.04","-"
2019/09/24,"13,025","389.08","-"
2019/09/25,"12,879","384.97","-"
2019/09/26,"12,969","387.61","-"
2019/09/27,"12,971","388.17","-"
2019/09/30,"12,953","388.09","-"
2019/10/01,"13,026","390.64","-"
2019/10/02,"12,832","385.12","-"
2019/10/03,"12,509","376.46","-"
2019/10/04,"12,554","378.10","-"
2019/10/07,"12,692","382.58","-"
2019/10/08,"12,745","384.45","-"
2019/10/09,"12,537","378.54","-"
2019/10/10,"12,662","382.73","-"
2019/10/11,"12,849","389.07","-"
2019/10/15,"13,034","395.21","0"
2019/10/16,"13,194","400.32","-"
2019/10/17,"13,192","400.80","-"
2019/10/18,"13,228","406.53","-"
2019/10/21,"13,164","404.54","-"
2019/10/23,"13,196","405.25","-"
2019/10/24,"13,258","407.23","-"
2019/10/25,"13,303","409.33","-"
2019/10/28,"13,353","410.93","-"
2019/10/29,"13,443","414.11","-"
2019/10/30,"13,416","414.38","-"
2019/10/31,"13,466","414.66","-"
2019/11/01,"13,314","410.40","-"
2019/11/05,"13,588","418.82","-"
2019/11/06,"13,606","420.27","-"
2019/11/07,"13,597","420.32","-"
2019/11/08,"13,698","423.47","-"
2019/11/11,"13,677","423.42","-"
2019/11/12,"13,665","423.43","-"
2019/11/13,"13,657","423.18","-"
2019/11/14,"13,631","422.69","-"
2019/11/15,"13,611","422.56","-"
2019/11/18,"13,741","426.62","-"
2019/11/19,"13,714","431.31","-"
2019/11/20,"13,721","431.93","-"
2019/11/21,"13,644","429.98","-"
2019/11/22,"13,645","430.44","-"
2019/11/25,"13,686","432.36","-"
2019/11/26,"13,823","436.98","-"
2019/11/27,"13,862","438.55","-"
2019/11/28,"13,947","442.34","-"
2019/11/29,"13,966","443.42","-"
2019/12/02,"13,923","442.07","-"
2019/12/03,"13,742","437.55","-"
2019/12/04,"13,577","433.24","-"
2019/12/05,"13,708","437.67","-"
2019/12/06,"13,717","438.32","-"
2019/12/09,"13,807","441.99","-"
2019/12/10,"13,778","441.35","-"
2019/12/11,"13,777","442.22","-"
2019/12/12,"13,801","443.66","-"
2019/12/13,"14,053","452.10","-"
2019/12/16,"14,051","452.45","-"
2019/12/17,"14,188","462.20","-"
2019/12/18,"14,173","462.14","-"
2019/12/19,"14,185","462.23","-"
2019/12/20,"14,196","462.64","-"
2019/12/23,"14,255","464.88","-"
2019/12/24,"14,276","465.72","-"
2019/12/25,"14,263","466.08","-"
2019/12/26,"14,297","467.91","-"
2019/12/27,"14,369","470.27","-"
2019/12/30,"14,387","470.86","-"
2020/01/06,"14,174","465.25","-"
2020/01/07,"14,249","468.21","-"
2020/01/08,"14,144","466.89","-"
2020/01/09,"14,369","474.77","-"
2020/01/10,"14,495","479.78","-"
2020/01/14,"14,627","484.81","-"
2020/01/15,"14,596","484.60","-"
2020/01/16,"14,628","486.63","-"
2020/01/17,"14,772","492.36","-"
2020/01/20,"14,809","494.13","-"
2020/01/21,"14,813","494.96","-"
2020/01/22,"14,727","492.06","-"
2020/01/23,"14,709","499.46","-"
2020/01/24,"14,668","498.74","-"
2020/01/27,"14,523","494.15","-"
2020/01/28,"14,253","485.24","-"
2020/01/29,"14,408","491.79","-"
2020/01/30,"14,396","491.82","-"
2020/01/31,"14,404","493.50","-"
2020/02/03,"14,126","484.54","-"
2020/02/04,"14,206","487.77","-"
2020/02/05,"14,533","499.63","-"
2020/02/06,"14,720","506.71","-"
2020/02/07,"14,783","509.65","-"
2020/02/10,"14,668","506.74","-"
2020/02/12,"14,820","512.21","-"
2020/02/13,"14,911","516.29","-"
2020/02/14,"14,886","516.08","-"
2020/02/17,"14,896","516.75","-"
2020/02/18,"14,909","523.43","-"
2020/02/19,"14,867","521.94","-"
2020/02/20,"15,136","532.44","-"
2020/02/21,"15,177","534.34","-"
2020/02/25,"14,401","507.76","-"
2020/02/26,"13,951","492.62","-"
2020/02/27,"13,899","491.15","-"
2020/02/28,"13,271","470.04","-"
2020/03/02,"12,859","455.59","-"
2020/03/03,"13,372","473.50","-"
2020/03/04,"13,054","463.13","-"
2020/03/05,"13,493","479.74","-"
2020/03/06,"12,998","463.22","-"
2020/03/09,"12,228","436.82","-"
2020/03/10,"11,432","409.59","-"
2020/03/11,"11,977","429.28","-"
2020/03/12,"11,465","411.58","-"
2020/03/13,"10,349","372.74","-"
2020/03/16,"11,267","406.83","-"
2020/03/17,"10,079","363.24","-"
2020/03/18,"10,611","384.57","-"
2020/03/19,"10,169","368.90","-"
2020/03/23,"10,141","368.68","-"
2020/03/24,"9,825","357.95","-"
2020/03/25,"10,772","393.42","-"
2020/03/26,"10,976","402.00","-"
2020/03/27,"11,376","418.48","-"
2020/03/30,"10,875","401.67","-"
2020/03/31,"11,273","416.88","-"
2020/04/01,"11,085","411.57","-"
2020/04/02,"10,619","395.64","-"
2020/04/03,"10,843","405.95","-"
2020/04/06,"10,769","403.76","-"
2020/04/07,"11,446","429.63","-"
2020/04/08,"11,462","429.56","-"
2020/04/09,"11,797","443.04","-"
2020/04/10,"11,944","449.39","-"
2020/04/13,"11,906","448.93","-"
2020/04/14,"11,761","443.48","-"
2020/04/15,"12,007","452.74","-"
2020/04/16,"11,749","452.86","-"
2020/04/17,"11,834","457.13","-"
2020/04/20,"12,145","469.50","-"
2020/04/21,"11,985","463.93","-"
2020/04/22,"11,611","450.35","-"
2020/04/23,"11,847","460.84","-"
2020/04/24,"11,851","461.56","-"
2020/04/27,"11,946","465.72","-"
2020/04/28,"12,118","473.03","-"
2020/04/30,"12,378","485.09","-"
2020/05/01,"12,290","482.07","-"
2020/05/07,"11,906","467.93","-"
2020/05/08,"12,077","476.30","-"
2020/05/11,"12,322","486.66","-"
2020/05/12,"12,370","488.55","-"
2020/05/13,"12,158","482.59","-"
2020/05/14,"11,906","473.24","-"
2020/05/15,"12,006","478.15","-"
2020/05/18,"12,029","479.58","-"
2020/05/19,"12,456","497.74","-"
2020/05/20,"12,449","497.95","-"
2020/05/21,"12,608","504.68","-"
2020/05/22,"12,510","507.66","-"
2020/05/25,"12,495","507.70","-"
2020/05/26,"12,560","510.91","-"
2020/05/27,"12,708","516.92","-"
2020/05/28,"12,917","527.53","-"
2020/05/29,"12,908","527.63","-"
2020/06/01,"12,945","529.96","-"
2020/06/02,"13,024","534.15","-"
2020/06/03,"13,315","548.32","-"
2020/06/04,"13,550","558.32","-"
2020/06/05,"13,552","558.64","-"
2020/06/08,"13,926","573.98","-"
2020/06/09,"13,869","571.92","-"
2020/06/10,"13,733","566.37","-"
2020/06/11,"13,589","560.48","-"
2020/06/12,"12,800","528.58","-"
2020/06/15,"12,980","536.29","-"
2020/06/16,"13,091","547.71","-"
2020/06/17,"13,348","559.49","-"
2020/06/18,"13,267","556.71","-"
2020/06/19,"13,264","557.32","-"
2020/06/22,"13,201","555.12","-"
2020/06/23,"13,301","559.61","-"
2020/06/24,"13,339","562.66","-"
2020/06/25,"13,049","551.08","-"
2020/06/26,"13,170","556.63","-"
2020/06/29,"12,946","547.61","-"
2020/06/30,"13,155","557.38","-"
2020/07/01,"13,365","566.50","-"
2020/07/02,"13,351","566.23","-"
2020/07/03,"13,470","573.58","-"
2020/07/06,"13,470","573.86","-"
2020/07/07,"13,654","581.68","-"
2020/07/08,"13,560","578.63","-"
2020/07/09,"13,596","580.73","-"
2020/07/10,"13,483","576.47","-"
2020/07/13,"13,583","581.20","-"
2020/07/14,"13,570","581.34","-"
2020/07/15,"13,709","587.40","-"
2020/07/16,"13,823","592.70","-"
2020/07/17,"13,798","599.43","-"
2020/07/20,"13,880","603.30","-"
2020/07/21,"13,975","607.84","-"
2020/07/22,"13,981","608.85","-"
2020/07/27,"13,649","595.26","-"
2020/07/28,"13,691","597.68","-"
2020/07/29,"13,592","594.83","-"
2020/07/30,"13,734","601.38","-"
2020/07/31,"13,594","596.57","-"
2020/08/03,"13,798","606.11","-"
2020/08/04,"13,934","611.39","-"
2020/08/05,"13,929","612.45","-"
2020/08/06,"14,020","616.72","-"
2020/08/07,"14,067","621.08","-"
2020/08/11,"14,145","625.38","-"
2020/08/12,"14,169","627.41","-"
2020/08/13,"14,400","639.04","-"
2020/08/14,"14,407","639.85","-"
2020/08/17,"14,317","636.55","-"
2020/08/18,"14,292","642.69","-"
2020/08/19,"14,236","642.06","-"
2020/08/20,"14,301","645.40","-"
2020/08/21,"14,264","644.19","-"
2020/08/24,"14,284","645.69","-"
2020/08/25,"14,463","654.60","-"
2020/08/26,"14,568","659.70","-"
2020/08/27,"14,641","663.85","-"
2020/08/28,"14,733","668.79","-"
2020/08/31,"14,637","665.12","-"
2020/09/01,"14,687","667.80","-"
2020/09/02,"14,775","671.83","-"
2020/09/03,"14,991","685.26","-"
2020/09/04,"14,539","665.52","-"
2020/09/07,"14,417","660.44","-"
2020/09/08,"14,452","662.27","-"
2020/09/09,"14,050","643.87","-"
2020/09/10,"14,361","660.04","-"
2020/09/11,"14,158","651.64","-"
2020/09/14,"14,169","652.66","-"
2020/09/15,"14,272","658.09","-"
2020/09/16,"14,306","667.78","-"
2020/09/17,"14,212","663.94","-"
2020/09/18,"14,089","659.14","-"
2020/09/23,"13,850","648.52","-"
2020/09/24,"13,653","639.88","-"
2020/09/25,"13,663","642.07","-"
2020/09/28,"13,802","649.19","-"
2020/09/29,"14,044","661.38","-"
2020/09/30,"14,058","664.21","-"
2020/10/01,"14,089","666.31","-"
2020/10/02,"14,175","672.42","-"
2020/10/05,"14,079","669.94","-"
2020/10/06,"14,334","682.59","-"
2020/10/07,"14,173","675.50","-"
2020/10/08,"14,427","687.83","-"
2020/10/09,"14,531","693.79","-"
2020/10/12,"14,616","698.25","0"
2020/10/13,"14,762","705.93","-"
2020/10/14,"14,684","702.20","-"
2020/10/15,"14,587","697.50","-"
2020/10/16,"14,506","694.35","-"
2020/10/19,"14,550","705.28","-"
2020/10/20,"14,408","699.22","-"
2020/10/21,"14,435","701.52","-"
2020/10/22,"14,267","693.54","-"
2020/10/23,"14,316","696.69","-"
2020/10/26,"14,385","700.74","-"
2020/10/27,"14,141","689.07","-"
2020/10/28,"14,022","684.57","-"
2020/10/29,"13,549","662.22","-"
2020/10/30,"13,665","668.65","-"
2020/11/02,"13,534","663.31","-"
2020/11/04,"13,971","685.11","-"
2020/11/05,"14,231","699.82","-"
2020/11/06,"14,438","710.47","-"
2020/11/09,"14,408","709.22","-"
2020/11/10,"14,875","733.12","-"
2020/11/11,"14,889","734.05","-"
2020/11/12,"15,054","741.32","-"
2020/11/13,"14,857","731.61","-"
2020/11/16,"14,969","735.88","-"
2020/11/17,"15,120","750.30","-"
2020/11/18,"15,024","745.89","-"
2020/11/19,"14,894","739.47","-"
2020/11/20,"14,935","741.15","-"
2020/11/24,"15,048","747.16","-"
2020/11/25,"15,269","758.60","-"
2020/11/26,"15,252","758.14","-"
2020/11/27,"15,214","756.61","-"
2020/11/30,"15,241","757.93","-"
2020/12/01,"15,195","775.89","-"
2020/12/02,"15,388","786.34","-"
2020/12/03,"15,435","791.40","-"
2020/12/04,"15,363","787.93","-"
2020/12/07,"15,523","796.65","-"
2020/12/08,"15,505","796.11","-"
2020/12/09,"15,564","799.78","-"
2020/12/10,"15,474","795.44","-"
2020/12/11,"15,452","795.15","-"
2020/12/14,"15,409","793.84","-"
2020/12/15,"15,405","793.93","-"
2020/12/16,"15,498","799.10","-"
2020/12/17,"15,516","809.18","-"
2020/12/18,"15,601","813.94","-"
2020/12/21,"15,566","812.71","-"
2020/12/22,"15,445","806.99","-"
2020/12/23,"15,496","810.54","-"
2020/12/24,"15,543","813.13","-"
2020/12/25,"15,557","814.30","-"
2020/12/28,"15,581","816.19","-"
2020/12/29,"15,723","823.58","-"
2020/12/30,"15,679","821.33","-"
2021/01/04,"15,669","823.09","-"
2021/01/05,"15,550","817.91","-"
2021/01/06,"15,589","821.47","-"
2021/01/07,"15,743","830.25","-"
2021/01/08,"16,067","848.68","-"
2021/01/12,"16,085","850.40","-"
2021/01/13,"16,035","848.16","-"
2021/01/14,"16,089","851.63","-"
2021/01/15,"16,056","850.08","-"
2021/01/18,"15,907","842.95","-"
2021/01/19,"15,901","844.02","-"
2021/01/20,"16,045","851.65","-"
2021/01/21,"16,181","870.08","-"
2021/01/22,"16,185","870.92","-"
2021/01/25,"16,173","871.04","-"
2021/01/26,"16,167","870.98","-"
2021/01/27,"16,144","870.58","-"
2021/01/28,"15,839","855.78","-"
2021/01/29,"16,003","865.55","-"
2021/02/01,"15,745","852.37","-"
2021/02/02,"16,000","867.60","-"
2021/02/03,"16,243","882.82","-"
2021/02/04,"16,261","884.47","-"
2021/02/05,"16,476","897.19","-"
2021/02/08,"16,563","901.94","-"
2021/02/09,"16,625","905.97","-"
2021/02/10,"16,546","902.55","-"
2021/02/12,"16,610","906.64","-"
2021/02/15,"16,755","915.58","-"
2021/02/16,"16,871","922.47","-"
2021/02/17,"16,950","926.79","-"
2021/02/18,"16,833","931.11","-"
2021/02/19,"16,761","927.37","-"
2021/02/22,"16,748","926.66","-"
2021/02/24,"16,609","919.38","-"
2021/02/25,"16,854","933.53","-"
2021/02/26,"16,547","917.22","-"
2021/03/01,"16,447","912.53","-"
2021/03/02,"16,857","938.04","-"
2021/03/03,"16,760","934.84","-"
2021/03/04,"16,601","926.36","-"
2021/03/05,"16,522","923.77","-"
2021/03/08,"16,787","938.91","-"
2021/03/09,"16,860","943.37","-"
2021/03/10,"17,027","953.61","-"
2021/03/11,"17,109","959.74","-"
2021/03/12,"17,329","972.99","-"
2021/03/15,"17,393","976.93","-"
2021/03/16,"17,511","984.45","-"
2021/03/17,"17,493","984.52","-"
2021/03/18,"17,522","986.98","-"
2021/03/19,"17,314","984.67","-"
2021/03/22,"17,246","981.45","-"
2021/03/23,"17,350","988.23","-"
2021/03/24,"17,168","978.80","-"
2021/03/25,"17,109","976.35","-"
2021/03/26,"17,232","984.65","-"
2021/03/29,"17,523","1,002.44","-"
2021/03/30,"17,541","1,005.06","-"
2021/03/31,"17,655","1,013.17","-"
2021/04/01,"17,728","1,020.03","-"
2021/04/02,"17,907","1,032.03","-"
2021/04/05,"17,900","1,034.83","-"
2021/04/06,"18,042","1,043.04","-"
2021/04/07,"18,005","1,040.94","-"
2021/04/08,"18,015","1,043.70","-"
2021/04/09,"18,055","1,048.18","-"
2021/04/12,"18,217","1,058.86","-"
2021/04/13,"18,167","1,057.48","-"
2021/04/14,"18,128","1,059.06","-"
2021/04/15,"18,107","1,059.29","-"
2021/04/16,"18,244","1,077.93","-"
2021/04/19,"18,311","1,084.07","-"
2021/04/20,"18,178","1,077.81","-"
2021/04/21,"17,982","1,067.35","-"
2021/04/22,"18,132","1,077.71","-"
2021/04/23,"18,021","1,072.21","-"
2021/04/26,"18,187","1,083.59","-"
2021/04/27,"18,275","1,089.69","-"
2021/04/28,"18,394","1,099.27","-"
2021/04/30,"18,482","1,105.54","-"
2021/05/06,"18,357","1,099.32","-"
2021/05/07,"18,444","1,107.40","-"
2021/05/10,"18,566","1,118.22","-"
2021/05/11,"18,449","1,112.83","-"
2021/05/12,"18,230","1,102.65","-"
2021/05/13,"18,058","1,094.52","-"
2021/05/14,"18,197","1,104.68","-"
2021/05/17,"18,452","1,121.00","-"
2021/05/18,"18,391","1,117.74","-"
2021/05/19,"18,289","1,113.24","-"
2021/05/20,"18,206","1,108.84","-"
2021/05/21,"18,381","1,130.78","-"
2021/05/24,"18,386","1,132.30","-"
2021/05/25,"18,523","1,141.98","-"
2021/05/26,"18,495","1,142.04","-"
2021/05/27,"18,577","1,148.35","-"
2021/05/28,"18,745","1,161.82","-"
2021/05/31,"18,751","1,169.30","-"
2021/06/01,"18,680","1,170.44","-"
2021/06/02,"18,749","1,174.81","-"
2021/06/03,"18,772","1,183.20","-"
2021/06/04,"18,791","1,186.18","-"
2021/06/07,"18,832","1,189.89","-"
2021/06/08,"18,830","1,192.27","-"
2021/06/09,"18,836","1,193.78","-"
2021/06/10,"18,840","1,195.25","-"
2021/06/11,"18,892","1,201.73","-"
2021/06/14,"18,980","1,208.67","-"
2021/06/15,"19,083","1,216.21","-"
2021/06/16,"19,066","1,227.00","-"
2021/06/17,"19,060","1,229.22","-"
2021/06/18,"18,954","1,223.90","-"
2021/06/21,"18,684","1,206.83","-"
2021/06/22,"18,906","1,222.34","-"
2021/06/23,"19,094","1,236.42","-"
2021/06/24,"19,114","1,239.29","-"
2021/06/25,"19,222","1,248.38","-"
2021/06/28,"19,225","1,250.15","-"
2021/06/29,"19,197","1,249.56","-"
2021/06/30,"19,217","1,254.36","-"
2021/07/01,"19,261","1,258.20","-"
2021/07/02,"19,444","1,273.29","-"
2021/07/05,"19,486","1,280.21","-"
2021/07/06,"19,455","1,279.52","-"
2021/07/07,"19,318","1,270.48","-"
2021/07/08,"19,403","1,279.84","-"
2021/07/09,"19,102","1,261.90","-"
2021/07/12,"19,378","1,281.10","-"
2021/07/13,"19,486","1,289.74","-"
2021/07/14,"19,449","1,289.45","-"
2021/07/15,"19,330","1,282.65","-"
2021/07/16,"19,236","1,278.08","-"
2021/07/19,"19,108","1,282.30","-"
2021/07/20,"18,739","1,258.49","-"
2021/07/21,"19,045","1,280.50","-"
2021/07/26,"19,584","1,317.37","-"
2021/07/27,"19,570","1,317.20","-"
2021/07/28,"19,402","1,309.67","-"
2021/07/29,"19,426","1,311.98","-"
2021/07/30,"19,487","1,317.67","-"
2021/08/02,"19,403","1,314.59","-"
2021/08/03,"19,361","1,312.58","-"
2021/08/04,"19,426","1,321.38","-"
2021/08/05,"19,492","1,326.70","-"
2021/08/06,"19,638","1,337.98","-"
2021/08/10,"19,703","1,343.55","-"
2021/08/11,"19,777","1,350.02","-"
2021/08/12,"19,779","1,352.16","-"
2021/08/13,"19,843","1,356.86","-"
2021/08/16,"19,727","1,350.53","-"
2021/08/17,"19,665","1,357.92","-"
2021/08/18,"19,592","1,356.00","-"
2021/08/19,"19,511","1,351.77","-"
2021/08/20,"19,425","1,347.22","-"
2021/08/23,"19,558","1,357.61","-"
2021/08/24,"19,730","1,370.36","-"
2021/08/25,"19,786","1,375.66","-"
2021/08/26,"19,871","1,382.82","-"
2021/08/27,"19,736","1,374.02","-"
2021/08/30,"19,870","1,385.79","-"
2021/08/31,"19,965","1,393.28","-"
2021/09/01,"19,972","1,393.83","-"
2021/09/02,"19,993","1,398.88","-"
2021/09/03,"20,060","1,408.06","-"
2021/09/06,"20,021","1,405.76","-"
2021/09/07,"20,048","1,409.31","-"
2021/09/08,"20,046","1,409.13","-"
2021/09/09,"19,950","1,404.52","-"
2021/09/10,"19,800","1,396.10","-"
2021/09/13,"19,709","1,390.94","-"
2021/09/14,"19,758","1,396.11","-"
2021/09/15,"19,598","1,385.71","-"
2021/09/16,"19,653","1,402.22","-"
2021/09/17,"19,699","1,407.33","-"
2021/09/21,"19,130","1,367.98","-"
2021/09/22,"19,112","1,367.30","-"
2021/09/24,"19,735","1,412.80","-"
2021/09/27,"19,758","1,415.85","-"
2021/09/28,"19,748","1,415.88","-"
2021/09/29,"19,443","1,397.22","-"
2021/09/30,"19,498","1,402.12","-"
2021/10/01,"19,256","1,387.63","-"
2021/10/04,"19,329","1,394.49","-"
2021/10/05,"19,111","1,384.50","-"
2021/10/06,"19,430","1,405.40","-"
2021/10/07,"19,400","1,403.93","-"
2021/10/08,"19,666","1,424.55","-"
2021/10/11,"19,738","1,431.38","-"
2021/10/12,"19,841","1,439.71","0"
2021/10/13,"19,812","1,437.56","-"
2021/10/14,"19,915","1,446.46","-"
2021/10/15,"20,306","1,476.02","-"
2021/10/18,"20,517","1,503.22","-"
2021/10/19,"20,559","1,507.91","-"
2021/10/20,"20,786","1,525.79","-"
2021/10/21,"20,803","1,528.15","-"
2021/10/22,"20,787","1,528.03","-"
2021/10/25,"20,731","1,525.38","-"
2021/10/26,"20,815","1,532.83","-"
2021/10/27,"20,916","1,541.85","-"
2021/10/28,"20,755","1,533.20","-"
2021/10/29,"20,923","1,547.10","-"
2021/11/01,"20,968","1,551.56","-"
2021/11/02,"21,059","1,560.81","-"
2021/11/04,"21,241","1,578.80","-"
2021/11/05,"21,229","1,579.23","-"
2021/11/08,"21,260","1,583.65","-"
2021/11/09,"21,231","1,582.95","-"
2021/11/10,"21,103","1,575.55","-"
2021/11/11,"21,123","1,579.65","-"
2021/11/12,"21,187","1,586.99","-"
2021/11/15,"21,291","1,594.83","-"
2021/11/16,"21,326","1,601.48","-"
2021/11/17,"21,494","1,628.31","-"
2021/11/18,"21,314","1,616.22","-"
2021/11/19,"21,391","1,624.16","-"
2021/11/22,"21,260","1,615.22","-"
2021/11/24,"21,337","1,622.88","-"
2021/11/25,"21,401","1,629.53","-"
2021/11/26,"21,342","1,626.63","-"
2021/11/29,"20,627","1,572.15","-"
2021/11/30,"20,842","1,594.80","-"
2021/12/01,"20,405","1,562.34","-"
2021/12/02,"20,203","1,548.27","-"
2021/12/03,"20,406","1,569.77","-"
2021/12/06,"20,219","1,557.58","-"
2021/12/07,"20,528","1,583.42","-"
2021/12/08,"20,988","1,620.56","-"
2021/12/09,"21,106","1,631.11","-"
2021/12/10,"20,878","1,616.38","-"
2021/12/13,"21,015","1,627.55","-"
2021/12/14,"20,848","1,616.12","-"
2021/12/15,"20,710","1,606.58","-"
2021/12/16,"21,060","1,635.57","-"
2021/12/17,"20,906","1,638.10","-"
2021/12/20,"20,666","1,620.26","-"
2021/12/21,"20,436","1,603.94","-"
2021/12/22,"20,896","1,641.46","-"
2021/12/23,"21,128","1,662.10","-"
2021/12/24,"21,325","1,679.14","-"
2021/12/27,"21,303","1,678.21","-"
2021/12/28,"21,647","1,705.32","-"
2021/12/29,"21,626","1,703.66","-"
2021/12/30,"21,689","1,708.67","-"
2022/01/04,"21,770","1,721.35","-"
2022/01/05,"21,927","1,734.26","-"
2022/01/06,"21,555","1,707.86","-"
2022/01/07,"21,460","1,701.48","-"
2022/01/11,"21,212","1,683.59","-"
2022/01/12,"21,431","1,703.46","-"
2022/01/13,"21,410","1,703.10","-"
