基準日,基準価額（円）,純資産額（億円）,分配金
2022/01/14,"21,071","1,678.36","-"
2022/01/17,"21,063","1,680.35","-"
2022/01/18,"21,144","1,688.32","-"
2022/01/19,"20,797","1,660.62","-"
2022/01/20,"20,589","1,662.12","-"
2022/01/21,"20,340","1,643.72","-"
2022/01/24,"19,968","1,615.01","-"
2022/01/25,"19,876","1,608.59","-"
2022/01/26,"19,660","1,591.12","-"
2022/01/27,"19,802","1,603.08","-"
2022/01/28,"19,838","1,609.23","-"
2022/01/31,"20,168","1,636.94","-"
2022/02/01,"20,499","1,664.59","-"
2022/02/02,"20,611","1,677.11","-"
2022/02/03,"20,717","1,689.93","-"
2022/02/04,"20,405","1,666.74","-"
2022/02/07,"20,513","1,677.49","-"
2022/02/08,"20,503","1,677.59","-"
2022/02/09,"20,677","1,693.30","-"
2022/02/10,"21,009","1,722.06","-"
2022/02/14,"20,349","1,670.64","-"
2022/02/15,"20,197","1,659.71","-"
2022/02/16,"20,569","1,690.17","-"
2022/02/17,"20,552","1,704.38","-"
2022/02/18,"20,087","1,667.14","-"
2022/02/21,"19,938","1,656.79","-"
2022/02/22,"19,835","1,648.39","-"
2022/02/24,"19,405","1,612.61","-"
2022/02/25,"19,567","1,629.50","-"
2022/02/28,"20,030","1,668.51","-"
2022/03/01,"19,973","1,663.61","-"
2022/03/02,"19,571","1,634.88","-"
2022/03/03,"19,982","1,674.94","-"
2022/03/04,"19,745","1,659.21","-"
2022/03/07,"19,372","1,629.94","-"
2022/03/08,"18,940","1,594.17","-"
2022/03/09,"18,892","1,592.15","-"
2022/03/10,"19,520","1,645.40","-"
2022/03/11,"19,445","1,641.00","-"
2022/03/14,"19,453","1,642.99","-"
2022/03/15,"19,469","1,645.70","-"
2022/03/16,"19,791","1,674.43","-"
2022/03/17,"20,422","1,730.88","-"
2022/03/18,"20,645","1,750.97","-"
2022/03/22,"21,066","1,802.50","-"
2022/03/23,"21,518","1,842.11","-"
2022/03/24,"21,262","1,823.15","-"
2022/03/25,"21,670","1,858.17","-"
2022/03/28,"21,755","1,866.69","-"
2022/03/29,"22,238","1,909.35","-"
2022/03/30,"22,267","1,916.42","-"
2022/03/31,"22,155","1,907.22","-"
2022/04/01,"21,783","1,877.65","-"
2022/04/04,"21,894","1,888.25","-"
2022/04/05,"22,088","1,909.80","-"
2022/04/06,"22,080","1,910.02","-"
2022/04/07,"21,789","1,886.74","-"
2022/04/08,"21,854","1,893.80","-"
2022/04/11,"22,007","1,908.83","-"
2022/04/12,"21,863","1,897.83","-"
2022/04/13,"21,779","1,892.15","-"
2022/04/14,"22,005","1,912.96","-"
2022/04/15,"21,924","1,907.27","-"
2022/04/18,"21,972","1,925.47","-"
2022/04/19,"22,061","1,933.25","-"
2022/04/20,"22,692","1,988.62","-"
2022/04/21,"22,529","1,979.45","-"
2022/04/22,"22,311","1,960.90","-"
2022/04/25,"21,753","1,912.85","-"
2022/04/26,"21,538","1,896.08","-"
2022/04/27,"20,988","1,849.76","-"
2022/04/28,"21,204","1,873.32","-"
2022/05/02,"21,279","1,882.56","-"
2022/05/06,"21,288","1,884.97","-"
2022/05/09,"21,112","1,869.38","-"
2022/05/10,"20,326","1,808.41","-"
2022/05/11,"20,421","1,819.72","-"
2022/05/12,"20,127","1,796.33","-"
2022/05/13,"19,901","1,778.88","-"
2022/05/16,"20,527","1,838.12","-"
2022/05/17,"20,423","1,829.79","-"
2022/05/18,"20,843","1,871.54","-"
2022/05/19,"19,996","1,796.76","-"
2022/05/20,"19,818","1,783.07","-"
2022/05/23,"19,863","1,802.84","-"
2022/05/24,"20,215","1,836.40","-"
2022/05/25,"19,907","1,810.56","-"
2022/05/26,"20,168","1,836.87","-"
2022/05/27,"20,441","1,863.13","-"
2022/05/30,"20,894","1,923.97","-"
2022/05/31,"21,142","1,949.23","-"
2022/06/01,"21,108","1,946.08","-"
2022/06/02,"21,116","1,951.70","-"
2022/06/03,"21,468","1,988.63","-"
2022/06/06,"21,327","1,975.54","-"
2022/06/07,"21,632","2,003.88","-"
2022/06/08,"21,879","2,031.47","-"
2022/06/09,"21,954","2,039.31","-"
2022/06/10,"21,402","1,990.29","-"
2022/06/13,"20,865","1,940.58","-"
2022/06/14,"19,976","1,859.27","-"
2022/06/15,"19,976","1,860.65","-"
2022/06/16,"20,180","1,895.49","-"
2022/06/17,"19,421","1,828.34","-"
2022/06/20,"19,730","1,859.21","-"
2022/06/21,"19,791","1,867.29","-"
2022/06/22,"20,352","1,920.22","-"
2022/06/23,"20,265","1,917.68","-"
2022/06/24,"20,214","1,914.69","-"
2022/06/27,"20,718","1,963.55","-"
2022/06/28,"20,863","1,978.07","-"
2022/06/29,"20,638","1,973.34","-"
2022/06/30,"20,645","1,977.00","-"
2022/07/01,"20,330","1,951.00","-"
2022/07/04,"20,323","1,951.09","-"
2022/07/05,"20,535","1,975.42","-"
2022/07/06,"20,352","1,957.81","-"
2022/07/07,"20,444","1,970.46","-"
2022/07/08,"20,812","2,007.68","-"
2022/07/11,"20,869","2,015.57","-"
2022/07/12,"20,710","2,001.63","-"
2022/07/13,"20,538","1,986.87","-"
2022/07/14,"20,580","1,991.65","-"
2022/07/15,"20,582","1,994.15","-"
2022/07/19,"20,825","2,033.38","-"
2022/07/20,"21,362","2,088.63","-"
2022/07/21,"21,509","2,103.93","-"
2022/07/22,"21,514","2,106.61","-"
2022/07/25,"21,229","2,079.43","-"
2022/07/26,"21,261","2,084.37","-"
2022/07/27,"21,111","2,070.61","-"
2022/07/28,"21,474","2,112.19","-"
2022/07/29,"21,456","2,112.51","-"
2022/08/01,"21,475","2,115.49","-"
2022/08/02,"21,131","2,084.81","-"
2022/08/03,"21,417","2,116.49","-"
2022/08/04,"21,696","2,144.80","-"
2022/08/05,"21,625","2,139.92","-"
2022/08/08,"21,923","2,170.64","-"
2022/08/09,"21,886","2,168.67","-"
2022/08/10,"21,837","2,165.62","-"
2022/08/12,"21,988","2,183.72","-"
2022/08/15,"22,219","2,209.35","-"
2022/08/16,"22,273","2,216.56","-"
2022/08/17,"22,515","2,260.16","-"
2022/08/18,"22,439","2,252.29","-"
2022/08/19,"22,681","2,279.40","-"
2022/08/22,"22,535","2,264.59","-"
2022/08/23,"22,110","2,223.61","-"
2022/08/24,"22,001","2,213.85","-"
2022/08/25,"22,083","2,223.32","-"
2022/08/26,"22,310","2,248.58","-"
2022/08/29,"21,894","2,209.38","-"
2022/08/30,"21,805","2,205.17","-"
2022/08/31,"21,601","2,184.51","-"
2022/09/01,"21,549","2,183.09","-"
2022/09/02,"21,564","2,189.16","-"
2022/09/05,"21,507","2,189.02","-"
2022/09/06,"21,496","2,188.94","-"
2022/09/07,"21,814","2,221.31","-"
2022/09/08,"22,343","2,278.94","-"
2022/09/09,"22,428","2,290.71","-"
2022/09/12,"22,648","2,314.55","-"
2022/09/13,"22,902","2,341.50","-"
2022/09/14,"22,307","2,281.81","-"
2022/09/15,"22,139","2,264.81","-"
2022/09/16,"21,891","2,256.74","-"
2022/09/20,"21,835","2,254.53","-"
2022/09/21,"21,642","2,237.06","-"
2022/09/22,"21,418","2,217.04","-"
2022/09/26,"20,642","2,138.83","-"
2022/09/27,"20,519","2,129.43","-"
2022/09/28,"20,487","2,131.84","-"
2022/09/29,"20,808","2,167.16","-"
2022/09/30,"20,538","2,142.18","-"
2022/10/03,"20,329","2,125.53","-"
2022/10/04,"20,771","2,173.84","-"
2022/10/05,"21,364","2,239.44","-"
2022/10/06,"21,392","2,245.27","-"
2022/10/07,"21,175","2,226.75","-"
2022/10/11,"20,589","2,169.85","-"
2022/10/12,"20,480","2,165.96","0"
2022/10/13,"20,532","2,176.69","-"
2022/10/14,"21,055","2,236.28","-"
2022/10/17,"20,831","2,217.44","-"
2022/10/18,"21,410","2,299.40","-"
2022/10/19,"21,695","2,335.41","-"
2022/10/20,"21,615","2,329.10","-"
2022/10/21,"21,539","2,324.94","-"
2022/10/24,"21,767","2,352.72","-"
2022/10/25,"22,014","2,382.12","-"
2022/10/26,"22,265","2,412.30","-"
2022/10/27,"21,922","2,377.92","-"
2022/10/28,"21,876","2,377.63","-"
2022/10/31,"22,504","2,449.37","-"
2022/11/01,"22,442","2,444.35","-"
2022/11/02,"22,251","2,428.28","-"
2022/11/04,"21,620","2,363.35","-"
2022/11/07,"21,824","2,387.52","-"
2022/11/08,"21,975","2,407.14","-"
2022/11/09,"22,007","2,413.43","-"
2022/11/10,"21,701","2,383.59","-"
2022/11/11,"22,133","2,438.44","-"
2022/11/14,"22,051","2,434.02","-"
2022/11/15,"22,025","2,431.11","-"
2022/11/16,"22,085","2,443.71","-"
2022/11/17,"21,908","2,444.09","-"
2022/11/18,"21,950","2,451.21","-"
2022/11/21,"22,051","2,466.08","-"
2022/11/22,"22,216","2,486.08","-"
2022/11/24,"22,232","2,491.49","-"
2022/11/25,"22,233","2,493.24","-"
2022/11/28,"22,216","2,491.38","-"
2022/11/29,"21,871","2,457.53","-"
2022/11/30,"21,838","2,463.23","-"
2022/12/01,"22,161","2,502.04","-"
2022/12/02,"21,986","2,488.07","-"
2022/12/05,"21,827","2,476.42","-"
2022/12/06,"21,769","2,472.08","-"
2022/12/07,"21,593","2,454.40","-"
2022/12/08,"21,430","2,437.84","-"
2022/12/09,"21,640","2,465.03","-"
2022/12/12,"21,511","2,452.38","-"
2022/12/13,"21,900","2,499.02","-"
2022/12/14,"21,749","2,483.80","-"
2022/12/15,"21,675","2,477.08","-"
2022/12/16,"21,455","2,454.43","-"
2022/12/19,"20,973","2,418.79","-"
2022/12/20,"20,571","2,373.94","-"
2022/12/21,"20,162","2,329.02","-"
2022/12/22,"20,538","2,374.26","-"
2022/12/23,"20,339","2,354.26","-"
2022/12/26,"20,365","2,360.74","-"
2022/12/27,"20,525","2,381.14","-"
2022/12/28,"20,574","2,386.78","-"
2022/12/29,"20,409","2,367.70","-"
2022/12/30,"20,498","2,389.98","-"
2023/01/04,"20,128","2,351.45","-"
2023/01/05,"20,538","2,399.15","-"
2023/01/06,"20,552","2,412.95","-"
2023/01/10,"20,787","2,443.22","-"
2023/01/11,"20,960","2,466.13","-"
2023/01/12,"21,131","2,490.92","-"
2023/01/13,"20,834","2,457.66","-"
2023/01/16,"20,711","2,447.08","-"
2023/01/17,"20,817","2,461.05","-"
2023/01/18,"21,213","2,507.85","-"
2023/01/19,"20,566","2,454.60","-"
2023/01/20,"20,440","2,442.93","-"
2023/01/23,"20,877","2,497.07","-"
2023/01/24,"21,275","2,546.14","-"
2023/01/25,"21,253","2,547.11","-"
2023/01/26,"21,075","2,528.63","-"
2023/01/27,"21,318","2,559.16","-"
2023/01/30,"21,456","2,582.76","-"
2023/01/31,"21,273","2,562.45","-"
2023/02/01,"21,415","2,580.90","-"
2023/02/02,"21,419","2,585.82","-"
2023/02/03,"21,692","2,622.79","-"
2023/02/06,"22,094","2,672.83","-"
2023/02/07,"21,955","2,658.76","-"
2023/02/08,"21,901","2,653.13","-"
2023/02/09,"21,841","2,645.82","-"
2023/02/10,"21,738","2,636.74","-"
2023/02/13,"21,717","2,636.04","-"
2023/02/14,"22,060","2,679.52","-"
2023/02/15,"22,155","2,692.04","-"
2023/02/16,"22,424","2,744.91","-"
2023/02/17,"22,231","2,724.72","-"
2023/02/20,"22,179","2,719.38","-"
2023/02/21,"22,170","2,719.94","-"
2023/02/22,"21,898","2,686.56","-"
2023/02/24,"21,797","2,678.76","-"
2023/02/27,"21,884","2,692.41","-"
2023/02/28,"22,018","2,710.11","-"
2023/03/01,"21,938","2,706.21","-"
2023/03/02,"21,854","2,699.49","-"
2023/03/03,"22,070","2,735.55","-"
2023/03/06,"22,267","2,761.36","-"
2023/03/07,"22,326","2,770.84","-"
2023/03/08,"22,163","2,750.91","-"
2023/03/09,"22,141","2,749.34","-"
2023/03/10,"21,672","2,695.54","-"
2023/03/13,"21,121","2,629.12","-"
2023/03/14,"20,831","2,595.20","-"
2023/03/15,"21,379","2,663.94","-"
2023/03/16,"20,859","2,601.85","-"
2023/03/17,"21,234","2,653.66","-"
2023/03/20,"20,909","2,632.64","-"
2023/03/22,"21,366","2,694.52","-"
2023/03/23,"20,898","2,637.49","-"
2023/03/24,"20,876","2,637.80","-"
2023/03/27,"20,868","2,639.79","-"
2023/03/28,"20,975","2,654.90","-"
2023/03/29,"21,075","2,675.91","-"
2023/03/30,"21,562","2,741.43","-"
2023/03/31,"21,911","2,791.71","-"
2023/04/03,"22,080","2,814.43","-"
2023/04/04,"22,104","2,818.42","-"
2023/04/05,"21,855","2,790.45","-"
2023/04/06,"21,704","2,769.99","-"
2023/04/07,"21,886","2,795.02","-"
2023/04/10,"22,020","2,812.86","-"
2023/04/11,"22,172","2,832.30","-"
2023/04/12,"22,286","2,846.85","-"
2023/04/13,"22,188","2,842.58","-"
2023/04/14,"22,343","2,864.07","-"
2023/04/17,"22,515","2,904.13","-"
2023/04/18,"22,648","2,921.74","-"
2023/04/19,"22,649","2,925.14","-"
2023/04/20,"22,756","2,937.71","-"
2023/04/21,"22,559","2,915.46","-"
2023/04/24,"22,554","2,915.92","-"
2023/04/25,"22,635","2,928.22","-"
2023/04/26,"22,202","2,874.89","-"
2023/04/27,"22,114","2,865.07","-"
2023/04/28,"22,510","2,922.16","-"
2023/05/01,"23,122","3,003.37","-"
2023/05/02,"23,246","3,021.66","-"
2023/05/08,"22,722","2,953.50","-"
2023/05/09,"22,786","2,970.03","-"
2023/05/10,"22,657","2,953.13","-"
2023/05/11,"22,561","2,942.68","-"
2023/05/12,"22,568","2,949.07","-"
2023/05/15,"22,758","2,975.97","-"
2023/05/16,"22,863","2,992.62","-"
2023/05/17,"22,774","2,983.75","-"
2023/05/18,"23,145","3,032.47","-"
2023/05/19,"23,440","3,072.92","-"
2023/05/22,"23,353","3,079.51","-"
2023/05/23,"23,497","3,098.81","-"
2023/05/24,"23,266","3,068.95","-"
2023/05/25,"23,180","3,058.08","-"
2023/05/26,"23,322","3,078.50","-"
2023/05/29,"23,770","3,139.30","-"
2023/05/30,"23,685","3,136.73","-"
2023/05/31,"23,558","3,119.94","-"
2023/06/01,"23,274","3,086.32","-"
2023/06/02,"23,498","3,121.76","-"
2023/06/05,"24,023","3,196.61","-"
2023/06/06,"23,887","3,180.45","-"
2023/06/07,"23,934","3,192.72","-"
2023/06/08,"23,931","3,193.11","-"
2023/06/09,"23,936","3,197.73","-"
2023/06/12,"23,983","3,204.40","-"
2023/06/13,"24,215","3,238.29","-"
2023/06/14,"24,462","3,274.36","-"
2023/06/15,"24,571","3,291.27","-"
2023/06/16,"24,847","3,350.31","-"
2023/06/19,"25,094","3,386.43","-"
2023/06/20,"25,088","3,387.48","-"
2023/06/21,"24,858","3,356.36","-"
2023/06/22,"24,817","3,355.67","-"
2023/06/23,"25,045","3,389.95","-"
2023/06/26,"24,888","3,371.11","-"
2023/06/27,"24,830","3,364.72","-"
2023/06/28,"25,124","3,413.29","-"
2023/06/29,"25,221","3,428.93","-"
2023/06/30,"25,409","3,457.66","-"
2023/07/03,"25,635","3,494.50","-"
2023/07/04,"25,676","3,502.02","-"
2023/07/05,"25,677","3,507.04","-"
2023/07/06,"25,550","3,489.62","-"
2023/07/07,"25,207","3,449.38","-"
2023/07/10,"24,919","3,411.95","-"
2023/07/11,"24,810","3,400.26","-"
2023/07/12,"24,728","3,392.71","-"
2023/07/13,"24,782","3,402.90","-"
2023/07/14,"24,938","3,427.61","-"
2023/07/18,"25,118","3,474.02","-"
2023/07/19,"25,306","3,501.25","-"
2023/07/20,"25,492","3,532.06","-"
2023/07/21,"25,402","3,521.47","-"
2023/07/24,"25,733","3,572.99","-"
2023/07/25,"25,735","3,576.38","-"
2023/07/26,"25,728","3,578.15","-"
2023/07/27,"25,583","3,560.14","-"
2023/07/28,"25,321","3,532.33","-"
2023/07/31,"25,792","3,601.06","-"
2023/08/01,"26,106","3,647.90","-"
2023/08/02,"26,140","3,659.33","-"
2023/08/03,"25,770","3,613.09","-"
2023/08/04,"25,591","3,589.89","-"
2023/08/07,"25,319","3,553.28","-"
2023/08/08,"25,726","3,611.83","-"
2023/08/09,"25,672","3,605.94","-"
2023/08/10,"25,657","3,606.98","-"
2023/08/14,"25,820","3,635.08","-"
2023/08/15,"25,997","3,662.15","-"
2023/08/16,"25,718","3,623.99","-"
2023/08/17,"25,678","3,643.68","-"
2023/08/18,"25,352","3,599.31","-"
2023/08/21,"25,256","3,589.52","-"
2023/08/22,"25,554","3,632.58","-"
2023/08/23,"25,413","3,615.41","-"
2023/08/24,"25,523","3,634.47","-"
2023/08/25,"25,434","3,626.73","-"
2023/08/28,"25,624","3,655.94","-"
2023/08/29,"25,806","3,684.92","-"
2023/08/30,"26,105","3,727.63","-"
2023/08/31,"26,244","3,762.58","-"
2023/09/01,"26,094","3,747.34","-"
2023/09/04,"26,212","3,766.23","-"
2023/09/05,"26,272","3,781.93","-"
2023/09/06,"26,358","3,794.39","-"
2023/09/07,"26,199","3,778.03","-"
2023/09/08,"25,956","3,745.37","-"
2023/09/11,"25,988","3,753.81","-"
2023/09/12,"26,121","3,775.45","-"
2023/09/13,"26,115","3,779.88","-"
2023/09/14,"26,087","3,777.72","-"
2023/09/15,"26,377","3,823.44","-"
2023/09/19,"26,151","3,811.77","-"
2023/09/20,"26,110","3,810.20","-"
2023/09/21,"26,048","3,803.63","-"
2023/09/22,"25,505","3,729.05","-"
2023/09/25,"25,596","3,747.16","-"
2023/09/26,"25,691","3,765.72","-"
2023/09/27,"25,367","3,722.57","-"
2023/09/28,"25,445","3,742.34","-"
2023/09/29,"25,608","3,769.73","-"
2023/10/02,"25,615","3,774.34","-"
2023/10/03,"25,514","3,765.95","-"
2023/10/04,"25,066","3,706.37","-"
2023/10/05,"25,157","3,723.30","-"
2023/10/06,"25,151","3,725.07","-"
2023/10/10,"25,541","3,784.41","-"
2023/10/11,"25,787","3,823.93","-"
2023/10/12,"25,995","3,861.33","0"
2023/10/13,"25,932","3,854.03","-"
2023/10/16,"25,707","3,825.78","-"
2023/10/17,"25,955","3,864.08","-"
2023/10/18,"26,000","3,894.54","-"
2023/10/19,"25,656","3,843.89","-"
2023/10/20,"25,445","3,815.55","-"
2023/10/23,"25,115","3,767.74","-"
2023/10/24,"25,083","3,765.26","-"
2023/10/25,"25,246","3,792.23","-"
2023/10/26,"24,980","3,756.10","-"
2023/10/27,"24,749","3,724.49","-"
2023/10/30,"24,539","3,700.52","-"
2023/10/31,"24,742","3,734.04","-"
2023/11/01,"25,191","3,804.27","-"
2023/11/02,"25,314","3,829.87","-"
2023/11/06,"25,918","3,927.34","-"
2023/11/07,"26,004","3,942.39","-"
2023/11/08,"26,132","3,964.90","-"
2023/11/09,"26,231","3,980.20","-"
2023/11/10,"26,156","3,973.36","-"
2023/11/13,"26,468","4,022.52","-"
2023/11/14,"26,517","4,031.53","-"
2023/11/15,"26,890","4,088.75","-"
2023/11/16,"27,074","4,118.70","-"
2023/11/17,"26,955","4,123.65","-"
2023/11/20,"26,924","4,118.88","-"
2023/11/21,"26,796","4,101.87","-"
2023/11/22,"26,765","4,096.24","-"
2023/11/24,"27,103","4,151.64","-"
2023/11/27,"27,125","4,157.77","-"
2023/11/28,"26,831","4,114.22","-"
2023/11/29,"26,652","4,094.65","-"
2023/11/30,"26,683","4,102.29","-"
2023/12/01,"26,910","4,144.58","-"
2023/12/04,"26,827","4,134.48","-"
2023/12/05,"26,831","4,140.46","-"
2023/12/06,"26,818","4,138.07","-"
2023/12/07,"26,740","4,129.60","-"
2023/12/08,"26,189","4,046.30","-"
2023/12/11,"26,697","4,129.36","-"
2023/12/12,"26,876","4,159.51","-"
2023/12/13,"26,926","4,170.25","-"
2023/12/14,"26,699","4,135.85","-"
2023/12/15,"26,877","4,166.95","-"
2023/12/18,"26,783","4,173.39","-"
2023/12/19,"26,966","4,205.89","-"
2023/12/20,"27,409","4,274.47","-"
2023/12/21,"26,990","4,212.15","-"
2023/12/22,"27,015","4,218.87","-"
2023/12/25,"27,034","4,223.29","-"
2023/12/26,"27,056","4,230.14","-"
2023/12/27,"27,257","4,261.52","-"
2023/12/28,"27,176","4,248.97","-"
2023/12/29,"27,156","4,257.81","-"
2024/01/04,"26,955","4,228.08","-"
2024/01/05,"27,234","4,277.91","-"
2024/01/09,"27,382","4,310.31","-"
2024/01/10,"27,461","4,325.51","-"
2024/01/11,"27,765","4,377.51","-"
2024/01/12,"27,657","4,368.06","-"
2024/01/15,"27,669","4,372.19","-"
2024/01/16,"27,765","4,391.66","-"
2024/01/17,"27,917","4,415.77","-"
2024/01/18,"27,878","4,418.19","-"
2024/01/19,"28,082","4,455.09","-"
2024/01/22,"28,369","4,526.28","-"
2024/01/23,"28,446","4,543.58","-"
2024/01/24,"28,495","4,555.63","-"
2024/01/25,"28,513","4,559.74","-"
2024/01/26,"28,601","4,578.30","-"
2024/01/29,"28,758","4,607.87","-"
2024/01/30,"28,790","4,620.61","-"
2024/01/31,"28,813","4,620.21","-"
2024/02/01,"28,300","4,537.77","-"
2024/02/02,"28,511","4,579.63","-"
2024/02/05,"29,124","4,685.81","-"
2024/02/06,"29,000","4,666.56","-"
2024/02/07,"28,954","4,663.48","-"
2024/02/08,"29,185","4,703.37","-"
2024/02/09,"29,474","4,756.95","-"
2024/02/13,"29,592","4,780.50","-"
2024/02/14,"29,421","4,755.25","-"
2024/02/15,"29,665","4,797.39","-"
2024/02/16,"29,835","4,826.25","-"
2024/02/19,"29,738","4,841.48","-"
2024/02/20,"29,802","4,854.91","-"
2024/02/21,"29,629","4,826.76","-"
2024/02/22,"29,726","4,850.63","-"
2024/02/26,"30,245","4,940.90","-"
2024/02/27,"30,221","4,943.24","-"
2024/02/28,"30,241","4,955.48","-"
2024/02/29,"30,201","4,950.98","-"
2024/03/01,"30,246","4,964.77","-"
2024/03/04,"30,457","5,007.86","-"
2024/03/05,"30,499","5,021.82","-"
2024/03/06,"30,156","4,964.89","-"
2024/03/07,"30,141","4,966.34","-"
2024/03/08,"30,258","4,986.36","-"
2024/03/11,"29,894","4,931.73","-"
2024/03/12,"29,836","4,925.36","-"
2024/03/13,"30,284","5,004.07","-"
2024/03/14,"30,310","5,008.08","-"
2024/03/15,"30,365","5,020.67","-"
2024/03/18,"30,340","5,037.92","-"
2024/03/19,"30,453","5,062.84","-"
2024/03/21,"31,172","5,183.45","-"
2024/03/22,"31,445","5,232.59","-"
2024/03/25,"31,324","5,217.50","-"
2024/03/26,"31,263","5,210.26","-"
2024/03/27,"31,252","5,217.08","-"
2024/03/28,"31,452","5,261.25","-"
2024/03/29,"31,457","5,267.17","-"
2024/04/01,"31,470","5,273.12","-"
2024/04/02,"31,447","5,269.30","-"
2024/04/03,"31,212","5,229.95","-"
2024/04/04,"31,330","5,267.67","-"
2024/04/05,"30,898","5,199.35","-"
2024/04/08,"31,260","5,264.57","-"
2024/04/09,"31,347","5,285.61","-"
2024/04/10,"31,328","5,289.46","-"
2024/04/11,"31,266","5,285.48","-"
2024/04/12,"31,429","5,320.60","-"
2024/04/15,"31,090","5,266.09","-"
2024/04/16,"30,966","5,272.10","-"
2024/04/17,"30,885","5,264.35","-"
2024/04/18,"30,705","5,235.17","-"
2024/04/19,"30,721","5,241.17","-"
2024/04/22,"30,524","5,208.39","-"
2024/04/23,"30,803","5,258.96","-"
2024/04/24,"31,205","5,330.18","-"
2024/04/25,"31,316","5,351.74","-"
2024/04/26,"31,243","5,347.39","-"
2024/04/30,"31,872","5,462.51","-"
2024/05/01,"31,607","5,428.13","-"
2024/05/02,"31,188","5,362.99","-"
2024/05/07,"31,682","5,456.11","-"
2024/05/08,"31,935","5,507.41","-"
2024/05/09,"32,092","5,540.06","-"
2024/05/10,"32,274","5,575.45","-"
2024/05/13,"32,417","5,608.57","-"
2024/05/14,"32,505","5,629.71","-"
2024/05/15,"32,692","5,664.00","-"
2024/05/16,"32,541","5,641.83","-"
2024/05/17,"32,815","5,698.22","-"
2024/05/20,"32,929","5,722.14","-"
2024/05/21,"33,091","5,757.10","-"
2024/05/22,"33,094","5,784.33","-"
2024/05/23,"33,093","5,791.62","-"
2024/05/24,"32,936","5,771.32","-"
2024/05/27,"33,058","5,814.65","-"
2024/05/28,"33,117","5,835.46","-"
2024/05/29,"33,159","5,842.82","-"
2024/05/30,"32,888","5,822.52","-"
2024/05/31,"32,622","5,786.94","-"
2024/06/03,"32,952","5,847.80","-"
2024/06/04,"32,873","5,840.44","-"
2024/06/05,"32,599","5,803.14","-"
2024/06/06,"33,068","5,891.69","-"
2024/06/07,"33,123","5,909.30","-"
2024/06/10,"33,252","5,938.51","-"
2024/06/11,"33,367","5,965.43","-"
2024/06/12,"33,325","5,966.38","-"
2024/06/13,"33,584","6,015.49","-"
2024/06/14,"33,601","6,024.71","-"
2024/06/17,"33,550","6,038.66","-"
2024/06/18,"33,817","6,089.48","-"
2024/06/19,"33,984","6,128.79","-"
2024/06/20,"34,018","6,137.84","-"
2024/06/21,"34,184","6,167.83","-"
2024/06/24,"34,260","6,195.38","-"
2024/06/25,"34,193","6,189.20","-"
2024/06/26,"34,323","6,219.13","-"
2024/06/27,"34,522","6,260.97","-"
2024/06/28,"34,606","6,301.37","-"
2024/07/01,"34,550","6,298.09","-"
2024/07/02,"34,729","6,335.53","-"
2024/07/03,"34,868","6,380.39","-"
2024/07/04,"35,070","6,419.72","-"
2024/07/05,"35,065","6,425.72","-"
2024/07/08,"35,106","6,433.14","-"
2024/07/09,"35,161","6,449.36","-"
2024/07/10,"35,252","6,471.67","-"
2024/07/11,"35,653","6,551.79","-"
2024/07/12,"34,925","6,425.95","-"
2024/07/16,"35,044","6,449.79","-"
2024/07/17,"35,236","6,491.74","-"
2024/07/18,"34,237","6,338.93","-"
2024/07/19,"34,328","6,359.15","-"
2024/07/22,"34,112","6,326.21","-"
2024/07/23,"34,271","6,360.12","-"
2024/07/24,"34,025","6,319.48","-"
2024/07/25,"32,814","6,098.95","-"
2024/07/26,"32,810","6,105.50","-"
2024/07/29,"33,085","6,159.74","-"
2024/07/30,"33,136","6,180.44","-"
2024/07/31,"32,680","6,100.12","-"
2024/08/01,"32,547","6,078.78","-"
2024/08/02,"32,048","5,995.92","-"
2024/08/05,"30,617","5,736.28","-"
2024/08/06,"29,710","5,563.22","-"
2024/08/07,"30,346","5,668.88","-"
2024/08/08,"30,077","5,607.81","-"
2024/08/09,"30,943","5,776.25","-"
2024/08/13,"31,043","5,800.28","-"
2024/08/14,"31,482","5,886.84","-"
2024/08/15,"31,674","5,928.80","-"
2024/08/16,"32,529","6,090.73","-"
2024/08/19,"32,386","6,099.18","-"
2024/08/20,"32,378","6,101.68","-"
2024/08/21,"32,136","6,064.74","-"
2024/08/22,"32,242","6,091.63","-"
2024/08/23,"32,209","6,091.98","-"
2024/08/26,"31,992","6,059.90","-"
2024/08/27,"32,188","6,099.43","-"
2024/08/28,"32,118","6,086.18","-"
2024/08/29,"32,007","6,084.06","-"
2024/08/30,"32,097","6,106.59","-"
2024/09/02,"32,666","6,223.54","-"
2024/09/03,"32,874","6,264.58","-"
2024/09/04,"31,866","6,072.37","-"
2024/09/05,"31,420","6,001.15","-"
2024/09/06,"31,226","5,968.43","-"
2024/09/09,"30,625","5,855.22","-"
2024/09/10,"31,086","5,946.85","-"
2024/09/11,"30,850","5,910.06","-"
2024/09/12,"31,268","5,994.73","-"
2024/09/13,"31,276","5,999.59","-"
2024/09/17,"31,343","6,039.55","-"
2024/09/18,"31,564","6,083.48","-"
2024/09/19,"31,888","6,154.62","-"
2024/09/20,"32,255","6,227.21","-"
2024/09/24,"32,427","6,267.67","-"
2024/09/25,"32,493","6,285.87","-"
2024/09/26,"32,687","6,327.05","-"
2024/09/27,"33,107","6,417.84","-"
2024/09/30,"32,475","6,308.36","-"
